artist,week,weekly_best_rank,weekly_number_1_appearances,weekly_top_10_appearances,reached_number_1
the beatles,2021-07-26/2021-08-01,139,0,0,False
the weeknd,2021-07-26/2021-08-01,13,0,0,False
whitney houston,2021-07-26/2021-08-01,115,0,0,False
bruno mars,2021-08-02/2021-08-08,12,0,0,False
eminem,2021-08-02/2021-08-08,47,0,0,False
lady gaga,2021-08-02/2021-08-08,70,0,0,False
michael jackson,2021-08-02/2021-08-08,144,0,0,False
taylor swift,2021-08-02/2021-08-08,86,0,0,False
the beatles,2021-08-02/2021-08-08,171,0,0,False
the weeknd,2021-08-02/2021-08-08,1,2,28,True
whitney houston,2021-08-02/2021-08-08,85,0,0,False
bruno mars,2021-08-09/2021-08-15,14,0,0,False
eminem,2021-08-09/2021-08-15,74,0,0,False
lady gaga,2021-08-09/2021-08-15,62,0,0,False
michael jackson,2021-08-09/2021-08-15,139,0,0,False
taylor swift,2021-08-09/2021-08-15,120,0,0,False
the beatles,2021-08-09/2021-08-15,170,0,0,False
the weeknd,2021-08-09/2021-08-15,5,0,76,False
whitney houston,2021-08-09/2021-08-15,82,0,0,False
beyonce,2021-08-16/2021-08-22,193,0,0,False
bruno mars,2021-08-16/2021-08-22,19,0,0,False
eminem,2021-08-16/2021-08-22,62,0,0,False
lady gaga,2021-08-16/2021-08-22,63,0,0,False
michael jackson,2021-08-16/2021-08-22,126,0,0,False
rihanna,2021-08-16/2021-08-22,129,0,0,False
taylor swift,2021-08-16/2021-08-22,132,0,0,False
the beatles,2021-08-16/2021-08-22,167,0,0,False
the weeknd,2021-08-16/2021-08-22,5,0,35,False
whitney houston,2021-08-16/2021-08-22,81,0,0,False
adele,2021-08-23/2021-08-29,112,0,0,False
beyonce,2021-08-23/2021-08-29,164,0,0,False
bruno mars,2021-08-23/2021-08-29,19,0,0,False
eminem,2021-08-23/2021-08-29,68,0,0,False
lady gaga,2021-08-23/2021-08-29,57,0,0,False
michael jackson,2021-08-23/2021-08-29,111,0,0,False
taylor swift,2021-08-23/2021-08-29,129,0,0,False
the beatles,2021-08-23/2021-08-29,127,0,0,False
the rolling stones,2021-08-23/2021-08-29,109,0,0,False
the weeknd,2021-08-23/2021-08-29,2,0,36,False
whitney houston,2021-08-23/2021-08-29,77,0,0,False
adele,2021-08-30/2021-09-05,111,0,0,False
bruno mars,2021-08-30/2021-09-05,19,0,0,False
eminem,2021-08-30/2021-09-05,59,0,0,False
lady gaga,2021-08-30/2021-09-05,18,0,0,False
michael jackson,2021-08-30/2021-09-05,174,0,0,False
taylor swift,2021-08-30/2021-09-05,75,0,0,False
the beatles,2021-08-30/2021-09-05,186,0,0,False
the weeknd,2021-08-30/2021-09-05,1,12,127,True
whitney houston,2021-08-30/2021-09-05,123,0,0,False
adele,2021-09-06/2021-09-12,122,0,0,False
beyonce,2021-09-06/2021-09-12,200,0,0,False
bruno mars,2021-09-06/2021-09-12,20,0,0,False
eminem,2021-09-06/2021-09-12,69,0,0,False
lady gaga,2021-09-06/2021-09-12,56,0,0,False
michael jackson,2021-09-06/2021-09-12,138,0,0,False
taylor swift,2021-09-06/2021-09-12,62,0,0,False
the weeknd,2021-09-06/2021-09-12,1,5,68,True
whitney houston,2021-09-06/2021-09-12,110,0,0,False
adele,2021-09-13/2021-09-19,121,0,0,False
beyonce,2021-09-13/2021-09-19,197,0,0,False
bruno mars,2021-09-13/2021-09-19,26,0,0,False
eminem,2021-09-13/2021-09-19,64,0,0,False
lady gaga,2021-09-13/2021-09-19,78,0,0,False
michael jackson,2021-09-13/2021-09-19,147,0,0,False
taylor swift,2021-09-13/2021-09-19,4,0,5,False
the weeknd,2021-09-13/2021-09-19,1,1,20,True
whitney houston,2021-09-13/2021-09-19,114,0,0,False
adele,2021-09-20/2021-09-26,111,0,0,False
beyonce,2021-09-20/2021-09-26,199,0,0,False
bruno mars,2021-09-20/2021-09-26,32,0,0,False
eminem,2021-09-20/2021-09-26,59,0,0,False
lady gaga,2021-09-20/2021-09-26,79,0,0,False
michael jackson,2021-09-20/2021-09-26,131,0,0,False
taylor swift,2021-09-20/2021-09-26,10,0,1,False
the weeknd,2021-09-20/2021-09-26,3,0,7,False
whitney houston,2021-09-20/2021-09-26,63,0,0,False
adele,2021-09-27/2021-10-03,86,0,0,False
beyonce,2021-09-27/2021-10-03,190,0,0,False
bruno mars,2021-09-27/2021-10-03,35,0,0,False
eminem,2021-09-27/2021-10-03,14,0,0,False
lady gaga,2021-09-27/2021-10-03,70,0,0,False
michael jackson,2021-09-27/2021-10-03,149,0,0,False
taylor swift,2021-09-27/2021-10-03,18,0,0,False
the weeknd,2021-09-27/2021-10-03,4,0,7,False
whitney houston,2021-09-27/2021-10-03,111,0,0,False
adele,2021-10-04/2021-10-10,25,0,0,False
beyonce,2021-10-04/2021-10-10,184,0,0,False
bruno mars,2021-10-04/2021-10-10,37,0,0,False
eminem,2021-10-04/2021-10-10,20,0,0,False
lady gaga,2021-10-04/2021-10-10,75,0,0,False
michael jackson,2021-10-04/2021-10-10,149,0,0,False
taylor swift,2021-10-04/2021-10-10,38,0,0,False
the beatles,2021-10-04/2021-10-10,98,0,0,False
the weeknd,2021-10-04/2021-10-10,6,0,7,False
whitney houston,2021-10-04/2021-10-10,123,0,0,False
adele,2021-10-11/2021-10-17,1,113,171,True
beyonce,2021-10-11/2021-10-17,190,0,0,False
bruno mars,2021-10-11/2021-10-17,37,0,0,False
eminem,2021-10-11/2021-10-17,13,0,0,False
lady gaga,2021-10-11/2021-10-17,75,0,0,False
michael jackson,2021-10-11/2021-10-17,151,0,0,False
taylor swift,2021-10-11/2021-10-17,49,0,0,False
the beatles,2021-10-11/2021-10-17,109,0,0,False
the weeknd,2021-10-11/2021-10-17,9,0,4,False
whitney houston,2021-10-11/2021-10-17,140,0,0,False
adele,2021-10-18/2021-10-24,1,183,342,True
beyonce,2021-10-18/2021-10-24,150,0,0,False
bruno mars,2021-10-18/2021-10-24,38,0,0,False
eminem,2021-10-18/2021-10-24,13,0,0,False
lady gaga,2021-10-18/2021-10-24,72,0,0,False
michael jackson,2021-10-18/2021-10-24,69,0,0,False
taylor swift,2021-10-18/2021-10-24,66,0,0,False
the weeknd,2021-10-18/2021-10-24,1,4,59,True
whitney houston,2021-10-18/2021-10-24,134,0,0,False
adele,2021-10-25/2021-10-31,1,126,272,True
beyonce,2021-10-25/2021-10-31,156,0,0,False
bruno mars,2021-10-25/2021-10-31,40,0,0,False
eminem,2021-10-25/2021-10-31,28,0,0,False
lady gaga,2021-10-25/2021-10-31,71,0,0,False
michael jackson,2021-10-25/2021-10-31,2,0,4,False
rihanna,2021-10-25/2021-10-31,24,0,0,False
taylor swift,2021-10-25/2021-10-31,79,0,0,False
the rolling stones,2021-10-25/2021-10-31,143,0,0,False
the weeknd,2021-10-25/2021-10-31,1,1,81,True
whitney houston,2021-10-25/2021-10-31,116,0,0,False
adele,2021-11-01/2021-11-07,1,96,245,True
beyonce,2021-11-01/2021-11-07,145,0,0,False
bruno mars,2021-11-01/2021-11-07,8,0,3,False
eminem,2021-11-01/2021-11-07,36,0,0,False
lady gaga,2021-11-01/2021-11-07,63,0,0,False
michael jackson,2021-11-01/2021-11-07,21,0,0,False
rihanna,2021-11-01/2021-11-07,127,0,0,False
taylor swift,2021-11-01/2021-11-07,76,0,0,False
the weeknd,2021-11-01/2021-11-07,1,2,44,True
whitney houston,2021-11-01/2021-11-07,146,0,0,False
adele,2021-11-08/2021-11-14,1,73,212,True
beyonce,2021-11-08/2021-11-14,59,0,0,False
bruno mars,2021-11-08/2021-11-14,1,3,49,True
elvis presley,2021-11-08/2021-11-14,175,0,0,False
eminem,2021-11-08/2021-11-14,45,0,0,False
lady gaga,2021-11-08/2021-11-14,69,0,0,False
michael jackson,2021-11-08/2021-11-14,174,0,0,False
taylor swift,2021-11-08/2021-11-14,1,19,92,True
the weeknd,2021-11-08/2021-11-14,1,4,75,True
whitney houston,2021-11-08/2021-11-14,160,0,0,False
adele,2021-11-15/2021-11-21,1,121,443,True
beyonce,2021-11-15/2021-11-21,157,0,0,False
bruno mars,2021-11-15/2021-11-21,2,0,46,False
elvis presley,2021-11-15/2021-11-21,88,0,0,False
eminem,2021-11-15/2021-11-21,49,0,0,False
lady gaga,2021-11-15/2021-11-21,81,0,0,False
michael jackson,2021-11-15/2021-11-21,198,0,0,False
taylor swift,2021-11-15/2021-11-21,1,35,132,True
the weeknd,2021-11-15/2021-11-21,1,7,40,True
whitney houston,2021-11-15/2021-11-21,166,0,0,False
adele,2021-11-22/2021-11-28,1,132,452,True
beyonce,2021-11-22/2021-11-28,156,0,0,False
bruno mars,2021-11-22/2021-11-28,3,0,19,False
elvis presley,2021-11-22/2021-11-28,44,0,0,False
eminem,2021-11-22/2021-11-28,56,0,0,False
lady gaga,2021-11-22/2021-11-28,67,0,0,False
taylor swift,2021-11-22/2021-11-28,1,14,86,True
the beatles,2021-11-22/2021-11-28,100,0,0,False
the weeknd,2021-11-22/2021-11-28,1,7,10,True
whitney houston,2021-11-22/2021-11-28,142,0,0,False
adele,2021-11-29/2021-12-05,1,64,212,True
beyonce,2021-11-29/2021-12-05,182,0,0,False
bruno mars,2021-11-29/2021-12-05,5,0,6,False
elvis presley,2021-11-29/2021-12-05,35,0,0,False
eminem,2021-11-29/2021-12-05,61,0,0,False
lady gaga,2021-11-29/2021-12-05,72,0,0,False
taylor swift,2021-11-29/2021-12-05,1,6,53,True
the weeknd,2021-11-29/2021-12-05,1,7,7,True
whitney houston,2021-11-29/2021-12-05,150,0,0,False
adele,2021-12-06/2021-12-12,1,25,160,True
beyonce,2021-12-06/2021-12-12,180,0,0,False
bruno mars,2021-12-06/2021-12-12,12,0,0,False
elvis presley,2021-12-06/2021-12-12,37,0,0,False
eminem,2021-12-06/2021-12-12,74,0,0,False
lady gaga,2021-12-06/2021-12-12,89,0,0,False
taylor swift,2021-12-06/2021-12-12,2,0,25,False
the weeknd,2021-12-06/2021-12-12,1,1,7,True
whitney houston,2021-12-06/2021-12-12,150,0,0,False
adele,2021-12-13/2021-12-19,1,17,131,True
beyonce,2021-12-13/2021-12-19,198,0,0,False
bruno mars,2021-12-13/2021-12-19,15,0,0,False
elvis presley,2021-12-13/2021-12-19,30,0,0,False
eminem,2021-12-13/2021-12-19,64,0,0,False
lady gaga,2021-12-13/2021-12-19,85,0,0,False
taylor swift,2021-12-13/2021-12-19,4,0,15,False
the weeknd,2021-12-13/2021-12-19,2,0,7,False
whitney houston,2021-12-13/2021-12-19,144,0,0,False
adele,2021-12-20/2021-12-26,1,12,78,True
beyonce,2021-12-20/2021-12-26,108,0,0,False
bruno mars,2021-12-20/2021-12-26,20,0,0,False
elvis presley,2021-12-20/2021-12-26,18,0,0,False
eminem,2021-12-20/2021-12-26,60,0,0,False
lady gaga,2021-12-20/2021-12-26,96,0,0,False
taylor swift,2021-12-20/2021-12-26,5,0,9,False
the beatles,2021-12-20/2021-12-26,187,0,0,False
the weeknd,2021-12-20/2021-12-26,4,0,7,False
whitney houston,2021-12-20/2021-12-26,84,0,0,False
adele,2021-12-27/2022-01-02,1,24,170,True
beyonce,2021-12-27/2022-01-02,77,0,0,False
bruno mars,2021-12-27/2022-01-02,17,0,0,False
elvis presley,2021-12-27/2022-01-02,130,0,0,False
eminem,2021-12-27/2022-01-02,50,0,0,False
lady gaga,2021-12-27/2022-01-02,51,0,0,False
michael jackson,2021-12-27/2022-01-02,75,0,0,False
rihanna,2021-12-27/2022-01-02,44,0,0,False
taylor swift,2021-12-27/2022-01-02,7,0,11,False
the beatles,2021-12-27/2022-01-02,183,0,0,False
the weeknd,2021-12-27/2022-01-02,6,0,7,False
whitney houston,2021-12-27/2022-01-02,19,0,0,False
adele,2022-01-03/2022-01-09,1,17,164,True
beyonce,2022-01-03/2022-01-09,168,0,0,False
bruno mars,2022-01-03/2022-01-09,23,0,0,False
eminem,2022-01-03/2022-01-09,53,0,0,False
lady gaga,2022-01-03/2022-01-09,47,0,0,False
michael jackson,2022-01-03/2022-01-09,170,0,0,False
taylor swift,2022-01-03/2022-01-09,9,0,7,False
the weeknd,2022-01-03/2022-01-09,1,14,238,True
whitney houston,2022-01-03/2022-01-09,151,0,0,False
adele,2022-01-10/2022-01-16,1,14,152,True
beyonce,2022-01-10/2022-01-16,157,0,0,False
bruno mars,2022-01-10/2022-01-16,28,0,0,False
eminem,2022-01-10/2022-01-16,41,0,0,False
lady gaga,2022-01-10/2022-01-16,55,0,0,False
michael jackson,2022-01-10/2022-01-16,181,0,0,False
taylor swift,2022-01-10/2022-01-16,11,0,0,False
the weeknd,2022-01-10/2022-01-16,1,7,184,True
whitney houston,2022-01-10/2022-01-16,141,0,0,False
adele,2022-01-17/2022-01-23,2,0,140,False
beyonce,2022-01-17/2022-01-23,184,0,0,False
bruno mars,2022-01-17/2022-01-23,31,0,0,False
eminem,2022-01-17/2022-01-23,32,0,0,False
lady gaga,2022-01-17/2022-01-23,56,0,0,False
michael jackson,2022-01-17/2022-01-23,141,0,0,False
taylor swift,2022-01-17/2022-01-23,14,0,0,False
the weeknd,2022-01-17/2022-01-23,5,0,44,False
whitney houston,2022-01-17/2022-01-23,129,0,0,False
adele,2022-01-24/2022-01-30,3,0,118,False
beyonce,2022-01-24/2022-01-30,193,0,0,False
bruno mars,2022-01-24/2022-01-30,34,0,0,False
eminem,2022-01-24/2022-01-30,30,0,0,False
lady gaga,2022-01-24/2022-01-30,57,0,0,False
michael jackson,2022-01-24/2022-01-30,146,0,0,False
taylor swift,2022-01-24/2022-01-30,13,0,0,False
the weeknd,2022-01-24/2022-01-30,9,0,1,False
whitney houston,2022-01-24/2022-01-30,125,0,0,False
adele,2022-01-31/2022-02-06,4,0,87,False
beyonce,2022-01-31/2022-02-06,191,0,0,False
bruno mars,2022-01-31/2022-02-06,41,0,0,False
eminem,2022-01-31/2022-02-06,30,0,0,False
lady gaga,2022-01-31/2022-02-06,62,0,0,False
michael jackson,2022-01-31/2022-02-06,168,0,0,False
rihanna,2022-01-31/2022-02-06,180,0,0,False
taylor swift,2022-01-31/2022-02-06,15,0,0,False
the weeknd,2022-01-31/2022-02-06,13,0,0,False
whitney houston,2022-01-31/2022-02-06,146,0,0,False
adele,2022-02-07/2022-02-13,3,0,71,False
beyonce,2022-02-07/2022-02-13,179,0,0,False
bruno mars,2022-02-07/2022-02-13,43,0,0,False
eminem,2022-02-07/2022-02-13,29,0,0,False
lady gaga,2022-02-07/2022-02-13,59,0,0,False
michael jackson,2022-02-07/2022-02-13,169,0,0,False
rihanna,2022-02-07/2022-02-13,185,0,0,False
taylor swift,2022-02-07/2022-02-13,2,0,7,False
the weeknd,2022-02-07/2022-02-13,12,0,0,False
whitney houston,2022-02-07/2022-02-13,134,0,0,False
adele,2022-02-14/2022-02-20,4,0,71,False
beyonce,2022-02-14/2022-02-20,124,0,0,False
bruno mars,2022-02-14/2022-02-20,50,0,0,False
eminem,2022-02-14/2022-02-20,8,0,2,False
lady gaga,2022-02-14/2022-02-20,48,0,0,False
michael jackson,2022-02-14/2022-02-20,152,0,0,False
rihanna,2022-02-14/2022-02-20,176,0,0,False
taylor swift,2022-02-14/2022-02-20,6,0,6,False
the weeknd,2022-02-14/2022-02-20,13,0,0,False
whitney houston,2022-02-14/2022-02-20,142,0,0,False
adele,2022-02-21/2022-02-27,6,0,54,False
bruno mars,2022-02-21/2022-02-27,56,0,0,False
eminem,2022-02-21/2022-02-27,19,0,0,False
lady gaga,2022-02-21/2022-02-27,66,0,0,False
michael jackson,2022-02-21/2022-02-27,155,0,0,False
rihanna,2022-02-21/2022-02-27,161,0,0,False
taylor swift,2022-02-21/2022-02-27,10,0,1,False
the beatles,2022-02-21/2022-02-27,187,0,0,False
the weeknd,2022-02-21/2022-02-27,11,0,0,False
whitney houston,2022-02-21/2022-02-27,131,0,0,False
adele,2022-02-28/2022-03-06,6,0,34,False
bruno mars,2022-02-28/2022-03-06,66,0,0,False
eminem,2022-02-28/2022-03-06,24,0,0,False
lady gaga,2022-02-28/2022-03-06,74,0,0,False
michael jackson,2022-02-28/2022-03-06,182,0,0,False
rihanna,2022-02-28/2022-03-06,133,0,0,False
taylor swift,2022-02-28/2022-03-06,16,0,0,False
the weeknd,2022-02-28/2022-03-06,8,0,3,False
whitney houston,2022-02-28/2022-03-06,104,0,0,False
adele,2022-03-07/2022-03-13,7,0,28,False
bruno mars,2022-03-07/2022-03-13,67,0,0,False
eminem,2022-03-07/2022-03-13,25,0,0,False
lady gaga,2022-03-07/2022-03-13,85,0,0,False
michael jackson,2022-03-07/2022-03-13,168,0,0,False
rihanna,2022-03-07/2022-03-13,146,0,0,False
taylor swift,2022-03-07/2022-03-13,15,0,0,False
the weeknd,2022-03-07/2022-03-13,7,0,4,False
whitney houston,2022-03-07/2022-03-13,120,0,0,False
adele,2022-03-14/2022-03-20,7,0,21,False
bruno mars,2022-03-14/2022-03-20,68,0,0,False
eminem,2022-03-14/2022-03-20,24,0,0,False
lady gaga,2022-03-14/2022-03-20,76,0,0,False
michael jackson,2022-03-14/2022-03-20,174,0,0,False
rihanna,2022-03-14/2022-03-20,129,0,0,False
taylor swift,2022-03-14/2022-03-20,13,0,0,False
the weeknd,2022-03-14/2022-03-20,4,0,10,False
whitney houston,2022-03-14/2022-03-20,155,0,0,False
adele,2022-03-21/2022-03-27,8,0,8,False
bruno mars,2022-03-21/2022-03-27,67,0,0,False
eminem,2022-03-21/2022-03-27,23,0,0,False
lady gaga,2022-03-21/2022-03-27,85,0,0,False
michael jackson,2022-03-21/2022-03-27,183,0,0,False
rihanna,2022-03-21/2022-03-27,121,0,0,False
taylor swift,2022-03-21/2022-03-27,15,0,0,False
the beatles,2022-03-21/2022-03-27,89,0,0,False
the weeknd,2022-03-21/2022-03-27,4,0,17,False
whitney houston,2022-03-21/2022-03-27,150,0,0,False
adele,2022-03-28/2022-04-03,9,0,10,False
bruno mars,2022-03-28/2022-04-03,64,0,0,False
eminem,2022-03-28/2022-04-03,22,0,0,False
lady gaga,2022-03-28/2022-04-03,77,0,0,False
michael jackson,2022-03-28/2022-04-03,161,0,0,False
rihanna,2022-03-28/2022-04-03,153,0,0,False
taylor swift,2022-03-28/2022-04-03,18,0,0,False
the weeknd,2022-03-28/2022-04-03,5,0,14,False
whitney houston,2022-03-28/2022-04-03,156,0,0,False
adele,2022-04-04/2022-04-10,11,0,0,False
beyonce,2022-04-04/2022-04-10,197,0,0,False
bruno mars,2022-04-04/2022-04-10,30,0,0,False
eminem,2022-04-04/2022-04-10,28,0,0,False
lady gaga,2022-04-04/2022-04-10,80,0,0,False
michael jackson,2022-04-04/2022-04-10,156,0,0,False
rihanna,2022-04-04/2022-04-10,150,0,0,False
taylor swift,2022-04-04/2022-04-10,20,0,0,False
the weeknd,2022-04-04/2022-04-10,6,0,14,False
whitney houston,2022-04-04/2022-04-10,137,0,0,False
adele,2022-04-11/2022-04-17,12,0,0,False
bruno mars,2022-04-11/2022-04-17,60,0,0,False
eminem,2022-04-11/2022-04-17,24,0,0,False
lady gaga,2022-04-11/2022-04-17,73,0,0,False
michael jackson,2022-04-11/2022-04-17,156,0,0,False
rihanna,2022-04-11/2022-04-17,134,0,0,False
taylor swift,2022-04-11/2022-04-17,26,0,0,False
the beatles,2022-04-11/2022-04-17,106,0,0,False
the weeknd,2022-04-11/2022-04-17,6,0,14,False
whitney houston,2022-04-11/2022-04-17,112,0,0,False
adele,2022-04-18/2022-04-24,12,0,0,False
bruno mars,2022-04-18/2022-04-24,60,0,0,False
eminem,2022-04-18/2022-04-24,23,0,0,False
lady gaga,2022-04-18/2022-04-24,60,0,0,False
michael jackson,2022-04-18/2022-04-24,181,0,0,False
rihanna,2022-04-18/2022-04-24,145,0,0,False
taylor swift,2022-04-18/2022-04-24,36,0,0,False
the beatles,2022-04-18/2022-04-24,174,0,0,False
the weeknd,2022-04-18/2022-04-24,6,0,13,False
whitney houston,2022-04-18/2022-04-24,125,0,0,False
adele,2022-04-25/2022-05-01,11,0,0,False
bruno mars,2022-04-25/2022-05-01,74,0,0,False
eminem,2022-04-25/2022-05-01,27,0,0,False
lady gaga,2022-04-25/2022-05-01,66,0,0,False
michael jackson,2022-04-25/2022-05-01,181,0,0,False
rihanna,2022-04-25/2022-05-01,165,0,0,False
taylor swift,2022-04-25/2022-05-01,44,0,0,False
the weeknd,2022-04-25/2022-05-01,8,0,11,False
whitney houston,2022-04-25/2022-05-01,121,0,0,False
adele,2022-05-02/2022-05-08,13,0,0,False
bruno mars,2022-05-02/2022-05-08,79,0,0,False
eminem,2022-05-02/2022-05-08,24,0,0,False
lady gaga,2022-05-02/2022-05-08,42,0,0,False
michael jackson,2022-05-02/2022-05-08,197,0,0,False
rihanna,2022-05-02/2022-05-08,160,0,0,False
taylor swift,2022-05-02/2022-05-08,2,0,8,False
the beatles,2022-05-02/2022-05-08,133,0,0,False
the weeknd,2022-05-02/2022-05-08,7,0,8,False
whitney houston,2022-05-02/2022-05-08,120,0,0,False
adele,2022-05-09/2022-05-15,17,0,0,False
beyonce,2022-05-09/2022-05-15,197,0,0,False
bruno mars,2022-05-09/2022-05-15,71,0,0,False
eminem,2022-05-09/2022-05-15,29,0,0,False
lady gaga,2022-05-09/2022-05-15,74,0,0,False
rihanna,2022-05-09/2022-05-15,144,0,0,False
taylor swift,2022-05-09/2022-05-15,4,0,1,False
the beatles,2022-05-09/2022-05-15,181,0,0,False
the weeknd,2022-05-09/2022-05-15,7,0,7,False
whitney houston,2022-05-09/2022-05-15,125,0,0,False
adele,2022-05-16/2022-05-22,17,0,0,False
bruno mars,2022-05-16/2022-05-22,77,0,0,False
eminem,2022-05-16/2022-05-22,27,0,0,False
lady gaga,2022-05-16/2022-05-22,97,0,0,False
rihanna,2022-05-16/2022-05-22,123,0,0,False
taylor swift,2022-05-16/2022-05-22,27,0,0,False
the beatles,2022-05-16/2022-05-22,193,0,0,False
the weeknd,2022-05-16/2022-05-22,7,0,5,False
whitney houston,2022-05-16/2022-05-22,127,0,0,False
adele,2022-05-23/2022-05-29,17,0,0,False
bruno mars,2022-05-23/2022-05-29,67,0,0,False
eminem,2022-05-23/2022-05-29,26,0,0,False
lady gaga,2022-05-23/2022-05-29,42,0,0,False
rihanna,2022-05-23/2022-05-29,111,0,0,False
taylor swift,2022-05-23/2022-05-29,15,0,0,False
the beatles,2022-05-23/2022-05-29,144,0,0,False
the weeknd,2022-05-23/2022-05-29,9,0,5,False
whitney houston,2022-05-23/2022-05-29,104,0,0,False
adele,2022-05-30/2022-06-05,18,0,0,False
bruno mars,2022-05-30/2022-06-05,69,0,0,False
eminem,2022-05-30/2022-06-05,29,0,0,False
lady gaga,2022-05-30/2022-06-05,10,0,1,False
michael jackson,2022-05-30/2022-06-05,200,0,0,False
rihanna,2022-05-30/2022-06-05,97,0,0,False
taylor swift,2022-05-30/2022-06-05,13,0,0,False
the beatles,2022-05-30/2022-06-05,168,0,0,False
the weeknd,2022-05-30/2022-06-05,9,0,6,False
whitney houston,2022-05-30/2022-06-05,110,0,0,False
adele,2022-06-06/2022-06-12,23,0,0,False
bruno mars,2022-06-06/2022-06-12,74,0,0,False
eminem,2022-06-06/2022-06-12,33,0,0,False
lady gaga,2022-06-06/2022-06-12,6,0,7,False
rihanna,2022-06-06/2022-06-12,77,0,0,False
taylor swift,2022-06-06/2022-06-12,16,0,0,False
the weeknd,2022-06-06/2022-06-12,10,0,2,False
whitney houston,2022-06-06/2022-06-12,125,0,0,False
adele,2022-06-13/2022-06-19,28,0,0,False
bruno mars,2022-06-13/2022-06-19,72,0,0,False
eminem,2022-06-13/2022-06-19,31,0,0,False
lady gaga,2022-06-13/2022-06-19,5,0,7,False
rihanna,2022-06-13/2022-06-19,67,0,0,False
taylor swift,2022-06-13/2022-06-19,22,0,0,False
the beatles,2022-06-13/2022-06-19,180,0,0,False
the weeknd,2022-06-13/2022-06-19,13,0,0,False
whitney houston,2022-06-13/2022-06-19,144,0,0,False
adele,2022-06-20/2022-06-26,30,0,0,False
beyonce,2022-06-20/2022-06-26,1,2,53,True
bruno mars,2022-06-20/2022-06-26,74,0,0,False
eminem,2022-06-20/2022-06-26,14,0,0,False
lady gaga,2022-06-20/2022-06-26,6,0,6,False
michael jackson,2022-06-20/2022-06-26,177,0,0,False
rihanna,2022-06-20/2022-06-26,73,0,0,False
taylor swift,2022-06-20/2022-06-26,17,0,0,False
the beatles,2022-06-20/2022-06-26,174,0,0,False
the weeknd,2022-06-20/2022-06-26,11,0,0,False
whitney houston,2022-06-20/2022-06-26,111,0,0,False
adele,2022-06-27/2022-07-03,29,0,0,False
beyonce,2022-06-27/2022-07-03,3,0,24,False
bruno mars,2022-06-27/2022-07-03,71,0,0,False
eminem,2022-06-27/2022-07-03,33,0,0,False
lady gaga,2022-06-27/2022-07-03,7,0,7,False
michael jackson,2022-06-27/2022-07-03,190,0,0,False
rihanna,2022-06-27/2022-07-03,87,0,0,False
taylor swift,2022-06-27/2022-07-03,38,0,0,False
the beatles,2022-06-27/2022-07-03,138,0,0,False
the weeknd,2022-06-27/2022-07-03,11,0,0,False
whitney houston,2022-06-27/2022-07-03,91,0,0,False
adele,2022-07-04/2022-07-10,29,0,0,False
beyonce,2022-07-04/2022-07-10,3,0,14,False
bruno mars,2022-07-04/2022-07-10,70,0,0,False
eminem,2022-07-04/2022-07-10,37,0,0,False
lady gaga,2022-07-04/2022-07-10,11,0,0,False
michael jackson,2022-07-04/2022-07-10,185,0,0,False
rihanna,2022-07-04/2022-07-10,90,0,0,False
taylor swift,2022-07-04/2022-07-10,39,0,0,False
the beatles,2022-07-04/2022-07-10,101,0,0,False
the weeknd,2022-07-04/2022-07-10,11,0,0,False
whitney houston,2022-07-04/2022-07-10,114,0,0,False
adele,2022-07-11/2022-07-17,31,0,0,False
beyonce,2022-07-11/2022-07-17,4,0,14,False
bruno mars,2022-07-11/2022-07-17,71,0,0,False
eminem,2022-07-11/2022-07-17,38,0,0,False
lady gaga,2022-07-11/2022-07-17,18,0,0,False
michael jackson,2022-07-11/2022-07-17,200,0,0,False
rihanna,2022-07-11/2022-07-17,96,0,0,False
taylor swift,2022-07-11/2022-07-17,40,0,0,False
the beatles,2022-07-11/2022-07-17,90,0,0,False
the rolling stones,2022-07-11/2022-07-17,134,0,0,False
the weeknd,2022-07-11/2022-07-17,10,0,1,False
whitney houston,2022-07-11/2022-07-17,122,0,0,False
adele,2022-07-18/2022-07-24,30,0,0,False
beyonce,2022-07-18/2022-07-24,4,0,14,False
bruno mars,2022-07-18/2022-07-24,80,0,0,False
eminem,2022-07-18/2022-07-24,41,0,0,False
lady gaga,2022-07-18/2022-07-24,29,0,0,False
michael jackson,2022-07-18/2022-07-24,137,0,0,False
rihanna,2022-07-18/2022-07-24,103,0,0,False
taylor swift,2022-07-18/2022-07-24,33,0,0,False
the beatles,2022-07-18/2022-07-24,149,0,0,False
the weeknd,2022-07-18/2022-07-24,11,0,0,False
whitney houston,2022-07-18/2022-07-24,132,0,0,False
adele,2022-07-25/2022-07-31,32,0,0,False
beyonce,2022-07-25/2022-07-31,1,6,61,True
bruno mars,2022-07-25/2022-07-31,78,0,0,False
eminem,2022-07-25/2022-07-31,36,0,0,False
lady gaga,2022-07-25/2022-07-31,26,0,0,False
michael jackson,2022-07-25/2022-07-31,177,0,0,False
rihanna,2022-07-25/2022-07-31,107,0,0,False
taylor swift,2022-07-25/2022-07-31,3,0,1,False
the beatles,2022-07-25/2022-07-31,161,0,0,False
the weeknd,2022-07-25/2022-07-31,11,0,0,False
whitney houston,2022-07-25/2022-07-31,149,0,0,False
adele,2022-08-01/2022-08-07,32,0,0,False
beyonce,2022-08-01/2022-08-07,2,0,37,False
bruno mars,2022-08-01/2022-08-07,82,0,0,False
